title,clean_title,clean_token,sentiment
"ekonomi sedang resesi warga indo sibuk ngurusin drama, smh 🤦‍♂️ https://t.co/65i3SIX0if",ekonomi resesi warga indo sibuk ngurusin drama,"['ekonomi', 'resesi', 'warga', 'indo', 'sibuk', 'ngurusin', 'drama']",Negative
"@jokowi Andaikan pemerintah membuat PP setiap kelurahan memanfaatkan lahan kosong untuk menanam kebutuhan pokok yg di kelola negara,niscaya Indonesia tdk kelaparan sekalipun dunia resesi,sekalipun 1 liter beras bisa di ekspor seharga 100 ribu seliter ke negara yg membutuhkannya,mrk beli",andai perintah lurah manfaat lahan kosong tanam butuh pokok kelola negaraniscaya indonesia lapar dunia resesisekalipun liter beras ekspor harga ribu liter negara membutuhkannyamrk beli,"['andai', 'perintah', 'lurah', 'manfaat', 'lahan', 'kosong', 'tanam', 'butuh', 'pokok', 'kelola', 'negaraniscaya', 'indonesia', 'lapar', 'dunia', 'resesisekalipun', 'liter', 'beras', 'ekspor', 'harga', 'ribu', 'liter', 'negara', 'membutuhkannyamrk', 'beli']",Positive
"@jokowi Eropa resesi:manufacturing ya anjlok,karena USA menjual enegynya lebih mahal dr Rusia,impor kebutuhan pokok luar biasa mahal,shg mata uangnya tdk laku, Indonesia:barang manufacturingnya tdk laku dijual di Eropa, tetapi lahan unt kebutuhan bahan pokoknya melimpah.",eropa resesimanufacturing anjlokkarena jual enegynya mahal rusiaimpor butuh pokok mahalshg mata uang laku indonesiabarang manufacturingnya laku jual eropa lahan butuh bahan pokok limpah,"['eropa', 'resesimanufacturing', 'anjlokkarena', 'jual', 'enegynya', 'mahal', 'rusiaimpor', 'butuh', 'pokok', 'mahalshg', 'mata', 'uang', 'laku', 'indonesiabarang', 'manufacturingnya', 'laku', 'jual', 'eropa', 'lahan', 'butuh', 'bahan', 'pokok', 'limpah']",Negative
"RT @HwrNfl: @firahazed @bussyriot hihihi sekali, bukan anak FE ngomongin ekonomi. HEY ANDA, PARA EKONOM DUNIA AJA PUSING NGADEPIN RESESI 20…",hihihi anak ngomongin ekonomi ekonom dunia pusing ngadepin resesi,"['hihihi', 'anak', 'ngomongin', 'ekonomi', 'ekonom', 'dunia', 'pusing', 'ngadepin', 'resesi']",Negative
terlalu asik bermain dengan kata perjuangan sampe lupa kapan untuk udahan dasar efek resesi global,asik main juang sampe lupa udahan dasar efek resesi global,"['asik', 'main', 'juang', 'sampe', 'lupa', 'udahan', 'dasar', 'efek', 'resesi', 'global']",Negative
"Apa nanti bakalan seperti bandara Kertajati yg jadi bandara hantu? 
Pertaruhan besar dalam kondisi tahun² penuh akan resesi. https://t.co/NFGjg3Ja0l",bandara kertajati bandara hantu taruh kondisi penuh resesi,"['bandara', 'kertajati', 'bandara', 'hantu', 'taruh', 'kondisi', 'penuh', 'resesi']",Negative
"Inilah yang dinamakan resesi batiniah dan inflasi mersifarma, brengsek.",nama resesi batiniah inflasi mersifarma brengsek,"['nama', 'resesi', 'batiniah', 'inflasi', 'mersifarma', 'brengsek']",Negative
"Pakar IMF Sebut Ekonomi Indonesia Tangguh, Abdul Muthalib: Ekonomi Indonesia Kebal Resesi.
@jokowi  https://t.co/parT7mHrCn",pakar ekonomi indonesia tangguh abdul muthalib ekonomi indonesia kebal resesi,"['pakar', 'ekonomi', 'indonesia', 'tangguh', 'abdul', 'muthalib', 'ekonomi', 'indonesia', 'kebal', 'resesi']",Positive
"RT @gathotdl: @ridwanhr Skrng jiwa resesi keknya, bang.",skrng jiwa resesi kek bang,"['skrng', 'jiwa', 'resesi', 'kek', 'bang']",Negative
"Bakal Terjadi Transfer Kekayaan Bila Resesi 2023, Sudah Siapkah? https://t.co/Q5neXtBPLw",transfer kaya resesi siap,"['transfer', 'kaya', 'resesi', 'siap']",Neutral
RT @Rena_mareta: Perekonomian Indonesia terus tumbuh meski situasi Global penuh tantangan &amp;banyaknya negara yg mengalami resesi namun tdk b…,ekonomi indonesia tumbuh situasi global penuh tantang ampbanyaknya negara alami resesi,"['ekonomi', 'indonesia', 'tumbuh', 'situasi', 'global', 'penuh', 'tantang', 'ampbanyaknya', 'negara', 'alami', 'resesi']",Neutral
"Presiden @jokowi jg bertemu dg Executive Chairman World Economic Forum (WEF) Profesor Klaus Schwab di sela penyelenggaraan KTT ASEAN, hari ini dan berdiskusi tentang kondisi ekonomi dunia, termasuk soal adanya ancaman resesi tahun depan.
#jokowi https://t.co/4c1iLimjkT",presiden temu executive chairman world economic forum profesor klaus schwab selenggara asean diskus kondisi ekonomi dunia ancam resesi,"['presiden', 'temu', 'executive', 'chairman', 'world', 'economic', 'forum', 'profesor', 'klaus', 'schwab', 'selenggara', 'asean', 'diskus', 'kondisi', 'ekonomi', 'dunia', 'ancam', 'resesi']",Negative
"Dan ya...
Ini semua pasti ulah senyummu yang membuat dunia akhirnya mengalami resesi global 🥰❤️",yaini ulah senyum dunia alami resesi global,"['yaini', 'ulah', 'senyum', 'dunia', 'alami', 'resesi', 'global']",Neutral
"Apa itu resesi 2023.
Noh konser Blackpink belum apa2 udah sold semua para jastipnya.",resesi konser blackpink udah sold jastipnya,"['resesi', 'konser', 'blackpink', 'udah', 'sold', 'jastipnya']",Negative
"RT @TopTofa: Berkolaborasi menghadapi resesi itu hal yang harus di persiapkan sejak dini

#GusYasin #PanglimaSGN
#SantriGayengNusantara 
#W…",kolaborasi hadap resesi siap,"['kolaborasi', 'hadap', 'resesi', 'siap']",Positive
"RT @TopTofa: Kontribusi santri, kiyai, dan masyarakat terhadap bangsa dan negara sudah dipastikan mampu menghadapi resesi ini secara bersam…",kontribusi santri kiyai masyarakat bangsa negara hadap resesi bersam,"['kontribusi', 'santri', 'kiyai', 'masyarakat', 'bangsa', 'negara', 'hadap', 'resesi', 'bersam']",Negative
"@HukumDan Efek kebanyakan turun ke jalan ya Dul 🤔
Apa efek resesi global sih 😎",efek banyak turun jalan efek resesi global,"['efek', 'banyak', 'turun', 'jalan', 'efek', 'resesi', 'global']",Negative
"RT @Okihita: Ada temen cowok Batak, yang nikah sama cewek Dayak. Resepsi-adatnya dua kali. Pola konsumsi inilah yang akan membuat Indonesia…",temen cowok batak nikah cewek dayak resepsiadatnya kali pola konsumsi indonesia,"['temen', 'cowok', 'batak', 'nikah', 'cewek', 'dayak', 'resepsiadatnya', 'kali', 'pola', 'konsumsi', 'indonesia']",Neutral
"Tapi kesampingan deh soal oknum, itu urusan lain, untuk saat ini yg katanya mau resesi lebih baik mempersiapkan diri aja , kalo misal ekonomi indonesia crash dan investor pada kabur karena upah dirasa terlalu tinggi yg rugi gak cuma buruh di krw tapi semuanya..",samping oknum urus resesi kalo ekonomi indonesia crash investor kabur upah rasa rugi buruh,"['samping', 'oknum', 'urus', 'resesi', 'kalo', 'ekonomi', 'indonesia', 'crash', 'investor', 'kabur', 'upah', 'rasa', 'rugi', 'buruh']",Negative
"Berpengaruh, iya. Tapi tidak secara signifikan. World Bank sudah memperkirakan kenaikan GDP kita sampe 5,3% di tahun 2023. Banyaknya konser di Indonesia pun, secara kasar, menunjukkan kemampuan daya beli kita yang bisa menahan terjadinya resesi. https://t.co/4ob5h4ieaf https://t.co/ZXIn9jWx21",pengaruh signifikan world bank naik sampe banyak konser indonesia kasar mampu daya beli tahan resesi,"['pengaruh', 'signifikan', 'world', 'bank', 'naik', 'sampe', 'banyak', 'konser', 'indonesia', 'kasar', 'mampu', 'daya', 'beli', 'tahan', 'resesi']",Positive
"KTT ASEAN Plus Three Fokus Bahas Atasi Krisis Pangan dan Resesi Ekonomi

 #Sindonews #BukanBeritaBiasa .https://t.co/obRK7FYPGs",asean plus three fokus bahas atas krisis pangan resesi ekonomi,"['asean', 'plus', 'three', 'fokus', 'bahas', 'atas', 'krisis', 'pangan', 'resesi', 'ekonomi']",Negative
"Inggris Mengarah ke Resesi, Bisa Menular ke Zona Euro  

https://t.co/fQNNCEiz20",inggris arah resesi tular zona euro,"['inggris', 'arah', 'resesi', 'tular', 'zona', 'euro']",Negative
"RT @kompasiana: Iklim Investasi Masih Buruk, Bagaimana Nasib RI Terkait Resesi 2023? https://t.co/d0gzAr1pNe",iklim investasi buruk nasib kait resesi,"['iklim', 'investasi', 'buruk', 'nasib', 'kait', 'resesi']",Negative
RT @Negerijaya1: BLT BBM berperan penting dalam mencegah inflasi dan resesi. #G20TingkatkanInvestasiRI #MariBerinvestasidiIndonesia https:/…,peran cegah inflasi resesi https,"['peran', 'cegah', 'inflasi', 'resesi', 'https']",Negative
"Selepas IPO, Bos Blibli Bongkar Jurus Hadapi Resesi Global  https://t.co/hiJ0BmevSS",lepas blibli bongkar jurus hadap resesi global,"['lepas', 'blibli', 'bongkar', 'jurus', 'hadap', 'resesi', 'global']",Negative
"Dalam diskusinya, Presiden Jokowi menyinggung soal kondisi ekonomi dunia yang saat ini masih menghadapi situasi yang sulit ditambah dengan adanya ancaman resesi ekonomi dunia tahun depan. https://t.co/jTVHWaau3Q",diskusi presiden jokowi singgung kondisi ekonomi dunia hadap situasi sulit tambah ancam resesi ekonomi dunia,"['diskusi', 'presiden', 'jokowi', 'singgung', 'kondisi', 'ekonomi', 'dunia', 'hadap', 'situasi', 'sulit', 'tambah', 'ancam', 'resesi', 'ekonomi', 'dunia']",Negative
"RT jokowi ""Executive Chairman World Economic Forum (WEF) Profesor Klaus Schwab hadir di Phnom Penh dan bertemu saya di sela penyelenggaraan KTT ASEAN, hari ini. Kami berdiskusi tentang kondisi ekonomi dunia, termasuk soal adanya ancaman resesi tahun … https://t.co/XeBGf93WHX""",jokowi executive chairman world economic forum profesor klaus schwab hadir phnom penh temu selenggara asean diskus kondisi ekonomi dunia ancam resesi,"['jokowi', 'executive', 'chairman', 'world', 'economic', 'forum', 'profesor', 'klaus', 'schwab', 'hadir', 'phnom', 'penh', 'temu', 'selenggara', 'asean', 'diskus', 'kondisi', 'ekonomi', 'dunia', 'ancam', 'resesi']",Negative
"🇺🇸🇨🇳 - Biden dan Xi Jinping akan bertemu di KTT G20.

Berdasarkan situasi geopolitik saat ini seperti konflik di Ukraina, rudal Korea Utara, konflik dagang AS-China, resesi, krisis energi, krisis pangan, inflasi, dll.

Apa yang harus diutamakan untuk mencapai kesepakatan?",biden jinping temu gberdasarkan situasi geopolitik konflik ukraina rudal korea utara konflik dagang aschina resesi krisis energi krisis pangan inflasi dllapa utama capai sepakat,"['biden', 'jinping', 'temu', 'gberdasarkan', 'situasi', 'geopolitik', 'konflik', 'ukraina', 'rudal', 'korea', 'utara', 'konflik', 'dagang', 'aschina', 'resesi', 'krisis', 'energi', 'krisis', 'pangan', 'inflasi', 'dllapa', 'utama', 'capai', 'sepakat']",Negative
"RT @TolakBigotRI_: Di tengah ancaman resesi, ekspor kita malah naik 21,64% pada Triwulan III 2022.
Semoga jadi pertanda baik.
@tolakbigotnk…",ancam resesi ekspor triwulan moga tanda,"['ancam', 'resesi', 'ekspor', 'triwulan', 'moga', 'tanda']",Negative
"@freestranger24 ... depresi menuju resesi 🐸⛏️ 

#PHKDeritaRakyat  
#PHKDeritaRakyat",depresi resesi,"['depresi', 'resesi']",Negative
"Di tengah ancaman resesi, ekspor kita malah naik 21,64% pada Triwulan III 2022.
Semoga jadi pertanda baik.
@tolakbigotnkri @AirinAirin_NZ @NayDonuts https://t.co/KeyO0uvmGQ",ancam resesi ekspor triwulan moga tanda,"['ancam', 'resesi', 'ekspor', 'triwulan', 'moga', 'tanda']",Negative
"Presiden Jokowi menjelaskan, APT harus fokus setidaknya terhadap tiga isu yaitu krisis pangan, resesi ekonomi, serta stabilitas keamanan dan perdamaian kawasan.

https://t.co/phUUdos4Yx",presiden jokowi fokus krisis pangan resesi ekonomi stabilitas aman damai kawasan,"['presiden', 'jokowi', 'fokus', 'krisis', 'pangan', 'resesi', 'ekonomi', 'stabilitas', 'aman', 'damai', 'kawasan']",Neutral
"#RT @jokowi: Executive Chairman World Economic Forum (WEF) Profesor Klaus Schwab hadir di Phnom Penh dan bertemu saya di sela penyelenggaraan KTT ASEAN, hari ini. Kami berdiskusi tentang kondisi ekonomi dunia, termasuk soal adanya ancaman resesi tahun de… https://t.co/xRmqTJYQzl",executive chairman world economic forum profesor klaus schwab hadir phnom penh temu selenggara asean diskus kondisi ekonomi dunia ancam resesi,"['executive', 'chairman', 'world', 'economic', 'forum', 'profesor', 'klaus', 'schwab', 'hadir', 'phnom', 'penh', 'temu', 'selenggara', 'asean', 'diskus', 'kondisi', 'ekonomi', 'dunia', 'ancam', 'resesi']",Negative
"Kalau dipikir2, manut orang tua buat daftar CPNS dll tuh ya ga ada salahnya sih. Sedih pasti liat anaknya kena lay off karena pandemi/resesi, atau berbagai faktor lain.",pikir manut orang daftar cpns salah sedih liat anak kena pandemiresesi faktor,"['pikir', 'manut', 'orang', 'daftar', 'cpns', 'salah', 'sedih', 'liat', 'anak', 'kena', 'pandemiresesi', 'faktor']",Negative
@baksoers mau dong nder ajak aku deeptalk kita omongin resesi,nder ajak deeptalk omongin resesi,"['nder', 'ajak', 'deeptalk', 'omongin', 'resesi']",Negative
@Akucintaakubgt Pasti captnya nyalin dari berita2 resesi wuuu,captnya nyalin berita resesi wuuu,"['captnya', 'nyalin', 'berita', 'resesi', 'wuuu']",Negative
"RT @Yul_Har: Kita semua sepakat dan ikut tserta menjaga lho..
Tetap optimis ancaman resesi gak sampe Indonesia. Amin.

#BangkitBersamaET @e…",sepakat tserta jaga lhotetap optimis ancam resesi sampe indonesia amin,"['sepakat', 'tserta', 'jaga', 'lhotetap', 'optimis', 'ancam', 'resesi', 'sampe', 'indonesia', 'amin']",Negative
"Dalam diskusinya, Presiden Jokowi menyinggung soal kondisi ekonomi dunia yang saat ini masih menghadapi situasi yang sulit ditambah dengan adanya ancaman resesi ekonomi dunia tahun depan. https://t.co/NLvjp3UnVw",diskusi presiden jokowi singgung kondisi ekonomi dunia hadap situasi sulit tambah ancam resesi ekonomi dunia,"['diskusi', 'presiden', 'jokowi', 'singgung', 'kondisi', 'ekonomi', 'dunia', 'hadap', 'situasi', 'sulit', 'tambah', 'ancam', 'resesi', 'ekonomi', 'dunia']",Negative
"Dalam diskusinya, Presiden Jokowi menyinggung soal kondisi ekonomi dunia yang saat ini masih menghadapi situasi yang sulit ditambah dengan adanya ancaman resesi ekonomi dunia tahun depan. https://t.co/3d3P4LQrKI",diskusi presiden jokowi singgung kondisi ekonomi dunia hadap situasi sulit tambah ancam resesi ekonomi dunia,"['diskusi', 'presiden', 'jokowi', 'singgung', 'kondisi', 'ekonomi', 'dunia', 'hadap', 'situasi', 'sulit', 'tambah', 'ancam', 'resesi', 'ekonomi', 'dunia']",Negative
"RT @jokowi: Executive Chairman World Economic Forum (WEF) Profesor Klaus Schwab hadir di Phnom Penh dan bertemu saya di sela penyelenggaraan KTT ASEAN, hari ini. Kami berdiskusi tentang kondisi ekonomi dunia, termasuk soal adanya ancaman resesi tahun dep… https://t.co/n057qSO1FH",executive chairman world economic forum profesor klaus schwab hadir phnom penh temu selenggara asean diskus kondisi ekonomi dunia ancam resesi,"['executive', 'chairman', 'world', 'economic', 'forum', 'profesor', 'klaus', 'schwab', 'hadir', 'phnom', 'penh', 'temu', 'selenggara', 'asean', 'diskus', 'kondisi', 'ekonomi', 'dunia', 'ancam', 'resesi']",Negative
@inimangray Pertanda resesi,tanda resesi,"['tanda', 'resesi']",Negative
"jokowi: Executive Chairman World Economic Forum (WEF) Profesor Klaus Schwab hadir di Phnom Penh dan bertemu saya di sela penyelenggaraan KTT ASEAN, hari ini. Kami berdiskusi tentang kondisi ekonomi dunia, termasuk soal adanya ancaman resesi tahun depan. https://t.co/24O7HbCz7o",jokowi executive chairman world economic forum profesor klaus schwab hadir phnom penh temu selenggara asean diskus kondisi ekonomi dunia ancam resesi,"['jokowi', 'executive', 'chairman', 'world', 'economic', 'forum', 'profesor', 'klaus', 'schwab', 'hadir', 'phnom', 'penh', 'temu', 'selenggara', 'asean', 'diskus', 'kondisi', 'ekonomi', 'dunia', 'ancam', 'resesi']",Negative
"@jokowi mohon maaf pak, apa sudah pasti kita akan mengalami resesi di tahun depan? 
🙏🙏",mohon maaf alami resesi,"['mohon', 'maaf', 'alami', 'resesi']",Positive
"Executive Chairman World Economic Forum (WEF) Profesor Klaus Schwab hadir di Phnom Penh dan bertemu saya di sela penyelenggaraan KTT ASEAN, hari ini. Kami berdiskusi tentang kondisi ekonomi dunia, termasuk soal adanya ancaman resesi tahun depan. https://t.co/zH93KJ2s3h",executive chairman world economic forum profesor klaus schwab hadir phnom penh temu selenggara asean diskus kondisi ekonomi dunia ancam resesi,"['executive', 'chairman', 'world', 'economic', 'forum', 'profesor', 'klaus', 'schwab', 'hadir', 'phnom', 'penh', 'temu', 'selenggara', 'asean', 'diskus', 'kondisi', 'ekonomi', 'dunia', 'ancam', 'resesi']",Negative
"@primanez @Dennysiregar7 Ekonomi emang bagus nyatanya tdk inflasi besar besaran di masa resesi ini, esemka itu proyek swasta yg didorong jokowi saat jadi walkot. Dlm janji politik tdk pernah memasukkan program mobil nasional. Melainkan janji pemerataan pembangunan infrastruktur.",ekonomi emang bagus inflasi besar resesi esemka proyek swasta dorong jokowi walkot janji politik masuk program mobil nasional janji perata bangun infrastruktur,"['ekonomi', 'emang', 'bagus', 'inflasi', 'besar', 'resesi', 'esemka', 'proyek', 'swasta', 'dorong', 'jokowi', 'walkot', 'janji', 'politik', 'masuk', 'program', 'mobil', 'nasional', 'janji', 'perata', 'bangun', 'infrastruktur']",Negative
"@DKIJakarta buat apa bikin aturan gajelas untuk melarang orang berdagang di trotoar kawasan kota tua. Lagi resesi begini biarkan orang itu berjualan, apa lagi pedagang kali lima yang kebanyakan hanya rakyat kecil yang mencari uang.

Giliran motor malah boleh parkir di trotoar🤦🏽 https://t.co/2jMcHlEsYQ https://t.co/9AiEjxkHFv",bikin atur gajelas larang orang dagang trotoar kawasan kota resesi biar orang jual dagang kali banyak rakyat cari uanggiliran motor parkir trotoar,"['bikin', 'atur', 'gajelas', 'larang', 'orang', 'dagang', 'trotoar', 'kawasan', 'kota', 'resesi', 'biar', 'orang', 'jual', 'dagang', 'kali', 'banyak', 'rakyat', 'cari', 'uanggiliran', 'motor', 'parkir', 'trotoar']",Neutral
"@ABemates @luvv_188 @CelotehAB Iya dong. Kan sdh saya buka jalannya. Silahkan dilanjutkan. Saya butuh uangnya. 2023 resesi, saya tidak peduli. I want my money!!
Hahaha",buka jalan silah lanjut butuh uang resesi peduli want moneyhahaha,"['buka', 'jalan', 'silah', 'lanjut', 'butuh', 'uang', 'resesi', 'peduli', 'want', 'moneyhahaha']",Neutral
"Mega gak kuliah aja ngerengeknya sampai tua bangka, ini ANAK DI INDONESIA banyak yg putus sekolah krn orang tuanya gak mampu mengalami RESESI sejak kepemimpinan Jokowi si kader PDIP; emangnya Mega peduli?! 🧐 Dia jual saham INDOSAT pernah gak sih minta maaf sama rakyat? Drama! https://t.co/v3CK2jI4OM",mega kuliah ngerengeknya bangka anak indonesia putus sekolah orang tua alami resesi pimpin jokowi kader pdip emang mega peduli jual saham indosat maaf rakyat drama,"['mega', 'kuliah', 'ngerengeknya', 'bangka', 'anak', 'indonesia', 'putus', 'sekolah', 'orang', 'tua', 'alami', 'resesi', 'pimpin', 'jokowi', 'kader', 'pdip', 'emang', 'mega', 'peduli', 'jual', 'saham', 'indosat', 'maaf', 'rakyat', 'drama']",Positive
"@KompasTV Mega gak kuliah aja ngerengeknya sampai tua bangka, ini ANAK DI INDONESIA banyak yg putus sekolah krn orang tuanya gak mampu mengalami RESESI sejak kepemimpinan Jokowi si kader PDIP; emangnya Mega peduli?! 🧐 Dia jual saham INDOSAT pernah gak sih minta maaf sama rakyat? Drama!",mega kuliah ngerengeknya bangka anak indonesia putus sekolah orang tua alami resesi pimpin jokowi kader pdip emang mega peduli jual saham indosat maaf rakyat drama,"['mega', 'kuliah', 'ngerengeknya', 'bangka', 'anak', 'indonesia', 'putus', 'sekolah', 'orang', 'tua', 'alami', 'resesi', 'pimpin', 'jokowi', 'kader', 'pdip', 'emang', 'mega', 'peduli', 'jual', 'saham', 'indosat', 'maaf', 'rakyat', 'drama']",Positive
Resesi ekonomi global tahun depan ini sangat sulit diprediksi ketimbang krisis cip yang disebabkan pandemi Covid-19. https://t.co/5Ly7Cb3Rgd,resesi ekonomi global sulit prediksi ketimbang krisis sebab pandemi covid,"['resesi', 'ekonomi', 'global', 'sulit', 'prediksi', 'ketimbang', 'krisis', 'sebab', 'pandemi', 'covid']",Negative
